Test method	Hit method	Comment	Jaccard index	Jaccard containment AB	Jaccard containment BA	curated
PTHR43524	SFLDG01067	C	0.0227272727272727	1	0.0227272727272727	
PTHR43524	SFLDG01386		0.00645161290322581	0.166666666666667	0.00666666666666667	
PTHR43524	SFLDS00029	C	0.00458365164247517	1	0.00458365164247517	
PTHR31225:SF5	PTHR31225		0.0365296803652968	0.842105263157895	0.0367816091954023	
PTHR31225:SF5	SFLDG01019		0.0392156862745098	0.526315789473684	0.040650406504065	
PTHR31225:SF5	SFLDG01604		0.0833333333333333	0.210526315789474	0.121212121212121	
TIGR03886	PTHR37822	C	0.111111111111111	1	0.111111111111111	
TIGR03886	PTHR37822:SF2	C	0.166666666666667	1	0.166666666666667	
SFLDG01066	SFLDF00278	P	0.25	0.25	1	
SFLDG01066	SFLDG01067		0.0065359477124183	0.0454545454545455	0.00757575757575758	
SFLDG01066	SFLDF00299	P	0.318181818181818	0.318181818181818	1	
SFLDG01066	TIGR04041	P	0.0909090909090909	0.0909090909090909	1	
SFLDG01066	SFLDG01118	P	0.204545454545455	0.204545454545455	1	
SFLDG01066	PTHR30352:SF5		0.241379310344828	0.318181818181818	0.5	
SFLDG01066	PTHR30352:SF2		0.304347826086957	0.318181818181818	0.875	
SFLDG01066	TIGR02494		0.2	0.204545454545455	0.9	
SFLDG01066	PTHR30352:SF14	P	0.0454545454545455	0.0454545454545455	1	
SFLDG01066	TIGR04395	P	0.0227272727272727	0.0227272727272727	1	
SFLDG01066	SFLDF00392	P	0.0909090909090909	0.0909090909090909	1	
SFLDG01066	TIGR02491	P	0.295454545454545	0.295454545454545	1	
SFLDG01066	PTHR30352:SF4		0.191489361702128	0.204545454545455	0.75	
SFLDG01066	SFLDS00029	C	0.032824427480916	0.977272727272727	0.0328495034377387	
SFLDG01066	TIGR02493	P	0.295454545454545	0.295454545454545	1	
SFLDG01066	PTHR30352	C	0.54320987654321	1	0.54320987654321	
SFLDG01066	PTHR30352:SF13		0.0833333333333333	0.0909090909090909	0.5	
SFLDG01066	SFLDG01063	P	0.318181818181818	0.318181818181818	1	
PTHR42728	SFLDF00116	P	0.285714285714286	0.285714285714286	1	
PTHR42728	SFLDF00009	C	0.159090909090909	1	0.159090909090909	
PTHR42728	SFLDG00180	C	0.162790697674419	1	0.162790697674419	
PTHR42728	SFLDS00001		0.01875	0.857142857142857	0.0188087774294671	
PTHR42728	TIGR01928	E	1	1	1	
PTHR43734:SF3	TIGR02734		0.19047619047619	0.666666666666667	0.210526315789474	
PTHR43734:SF3	PTHR43734	C	0.13953488372093	1	0.13953488372093	
PTHR43287:SF6	SFLDF00118	E	1	1	1	
PTHR43287:SF6	PTHR43287	C	0.0540540540540541	1	0.0540540540540541	
PTHR43287:SF6	SFLDS00001	C	0.00626959247648903	1	0.00626959247648903	
PTHR43287:SF6	SFLDG00179		0.0153846153846154	0.5	0.015625	
TIGR04403	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
TIGR04403	SFLDG01216	C	0.5	1	0.5	
TIGR04403	PTHR11228:SF7	C	0.0294117647058824	1	0.0294117647058824	
TIGR04403	SFLDG01386	C	0.00666666666666667	1	0.00666666666666667	
TIGR04403	PTHR11228	C	0.0153846153846154	1	0.0153846153846154	
TIGR04403	SFLDF00515	E	1	1	1	
TIGR04403	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
PTHR43787:SF5	SFLDG01067		0.0187265917602996	0.625	0.0189393939393939	
PTHR43787:SF5	SFLDG01387		0.181818181818182	0.5	0.222222222222222	
PTHR43787:SF5	PTHR43787	C	0.242424242424242	1	0.242424242424242	
PTHR43787:SF5	SFLDS00029		0.00304645849200305	0.5	0.00305576776165011	
TIGR03700	PTHR43076	C	0.171428571428571	1	0.171428571428571	
TIGR03700	SFLDF00342		0.235294117647059	0.666666666666667	0.266666666666667	
TIGR03700	SFLDG01082		0.00859598853868195	0.5	0.00867052023121387	
TIGR03700	SFLDG01064	C	0.171428571428571	1	0.171428571428571	
TIGR03700	SFLDG01389	C	0.230769230769231	1	0.230769230769231	
TIGR03700	SFLDG01388		0.0869565217391304	0.333333333333333	0.105263157894737	
TIGR03700	TIGR00423	C	0.230769230769231	1	0.230769230769231	
TIGR03700	SFLDF00343	C	0.315789473684211	1	0.315789473684211	
TIGR03700	PTHR43076:SF7	C	0.857142857142857	1	0.857142857142857	
TIGR03700	SFLDS00029	C	0.00458365164247517	1	0.00458365164247517	
TIGR04082	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
TIGR04082	PTHR11228:SF7	C	0.0294117647058824	1	0.0294117647058824	
TIGR04082	PTHR11228	C	0.0153846153846154	1	0.0153846153846154	
TIGR04082	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
PTHR21551	PTHR21551:SF8		0.162921348314607	0.182389937106918	0.604166666666667	
SFLDG01101	TIGR04337	P	0.8	0.8	1	
SFLDG01101	PTHR30352:SF5		0.297297297297297	0.55	0.392857142857143	
SFLDG01101	PTHR30352:SF20	P	0.45	0.45	1	
SFLDG01101	SFLDS00029	C	0.0152788388082506	1	0.0152788388082506	
SFLDG01101	PTHR30352	C	0.246913580246914	1	0.246913580246914	
PTHR20856	PTHR20856:SF5		0.192560175054705	0.20137299771167	0.814814814814815	
SFLDF00281	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
SFLDF00281	SFLDG01068	C	0.5	1	0.5	
SFLDF00281	PTHR43787:SF7	C	0.5	1	0.5	
SFLDF00281	PTHR43787	C	0.0303030303030303	1	0.0303030303030303	
SFLDF00281	TIGR01290	C	0.333333333333333	1	0.333333333333333	
SFLDF00326	PTHR43409:SF1	E	1	1	1	
SFLDF00326	PTHR43409	C	0.032258064516129	1	0.032258064516129	
SFLDF00326	SFLDG01123	C	0.0540540540540541	1	0.0540540540540541	
SFLDF00326	SFLDG01082	C	0.00578034682080925	1	0.00578034682080925	
SFLDF00326	TIGR04190	E	1	1	1	
SFLDF00326	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
TIGR04070	SFLDF00292	P	0.666666666666667	0.666666666666667	1	
TIGR04070	PTHR37822	C	0.333333333333333	1	0.333333333333333	
TIGR04070	SFLDG01079	E	1	1	1	
TIGR04070	SFLDS00029	C	0.00229182582123759	1	0.00229182582123759	
TIGR04070	PTHR37822:SF2	C	0.5	1	0.5	
TIGR04070	SFLDF00412	P	0.333333333333333	0.333333333333333	1	
PTHR31225:SF16	PTHR31225		0.144469525959368	0.888888888888889	0.147126436781609	
PTHR31225:SF16	SFLDG01019		0.123674911660777	0.486111111111111	0.142276422764228	
PTHR31225:SF16	SFLDG01604		0.153846153846154	0.194444444444444	0.424242424242424	
TIGR00433	SFLDF00272	P	0.703703703703704	0.703703703703704	1	
TIGR00433	SFLDG01278	E	1	1	1	
TIGR00433	SFLDG01060	C	0.666666666666667	1	0.666666666666667	
TIGR00433	PTHR42684:SF3		0.00925925925925926	0.0185185185185185	0.0181818181818182	
TIGR00433	PTHR22976	E	0.913793103448276	0.981481481481482	0.929824561403509	
TIGR00433	PTHR42684		0.00602409638554217	0.0185185185185185	0.00884955752212389	
TIGR00433	SFLDS00029	C	0.0412528647822765	1	0.0412528647822765	
TIGR02748	SFLDS00005	C	0.0079155672823219	1	0.0079155672823219	
TIGR02748	PTHR12001:SF47	C	0.0217391304347826	1	0.0217391304347826	
TIGR02748	PTHR12001	C	0.00970873786407767	1	0.00970873786407767	
TIGR00508	PTHR42684:SF3		0.349206349206349	0.733333333333333	0.4	
TIGR00508	PTHR42684	C	0.254385964912281	0.966666666666667	0.256637168141593	
PTHR10848	PTHR10848:SF0	P	0.569230769230769	0.587301587301587	0.948717948717949	
PTHR42716:SF2	PTHR42716	C	0.833333333333333	0.957446808510638	0.865384615384615	
PTHR42716:SF2	TIGR00551	P	0.723404255319149	0.723404255319149	1	
TIGR01060	SFLDF00002	E	0.925581395348837	0.943127962085308	0.980295566502463	
TIGR01060	SFLDG00178	E	0.902222222222222	0.962085308056872	0.935483870967742	
TIGR01060	PTHR11902:SF1		0.210762331838565	0.222748815165877	0.796610169491525	
TIGR01060	PTHR11902:SF5		0.0692640692640693	0.0758293838862559	0.444444444444444	
TIGR01060	PTHR11902:SF6		0.00943396226415094	0.00947867298578199	0.666666666666667	
TIGR01060	PTHR11902:SF32		0.0234741784037559	0.023696682464455	0.714285714285714	
TIGR01060	PTHR11902:SF21		0.00943396226415094	0.00947867298578199	0.666666666666667	
TIGR01060	PTHR11902:SF8		0.0555555555555556	0.0568720379146919	0.705882352941177	
TIGR01060	PTHR11902:SF10		0.133333333333333	0.151658767772512	0.524590163934426	
TIGR01060	PTHR11902:SF12		0.141630901287554	0.156398104265403	0.6	
TIGR01060	PTHR11902:SF31	P	0.141509433962264	0.14218009478673	0.967741935483871	
TIGR01060	PTHR11902	C	0.589385474860335	1	0.589385474860335	
TIGR01060	PTHR11902:SF13		0.0372093023255814	0.037914691943128	0.666666666666667	
TIGR01060	SFLDS00001	C	0.645962732919255	0.985781990521327	0.652037617554859	
PTHR43583:SF2	TIGR03955	E	1	1	1	
PTHR43583:SF2	SFLDG01060	C	0.0987654320987654	1	0.0987654320987654	
PTHR43583:SF2	PTHR43583	C	0.5	1	0.5	
PTHR43583:SF2	SFLDG01081		0.1	0.125	0.333333333333333	
PTHR43583:SF2	SFLDF00319	P	0.75	0.75	1	
PTHR43583:SF2	SFLDS00029		0.00534351145038168	0.875	0.0053475935828877	
PTHR33406:SF9	PTHR33406	C	0.0506329113924051	1	0.0506329113924051	
TIGR00543	PTHR42839	P	0.6	0.636363636363636	0.91304347826087	
PTHR43097	PTHR43097:SF5		0.14344262295082	0.146443514644351	0.875	
PTHR43097	TIGR00463		0.180147058823529	0.205020920502092	0.597560975609756	
SFLDF00300	PTHR42836:SF1	C	0.130434782608696	1	0.130434782608696	
SFLDF00300	PTHR42836	C	0.0810810810810811	1	0.0810810810810811	
SFLDF00300	SFLDS00029	C	0.00229182582123759	1	0.00229182582123759	
SFLDF00300	TIGR03365	E	1	1	1	
PTHR24220:SF609	PTHR24220	C	0.0566037735849057	1	0.0566037735849057	
PTHR11228:SF7	TIGR03961	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR04303	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDG01385		0.0285714285714286	0.0294117647058824	0.5	
PTHR11228:SF7	TIGR04546	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDG01067	C	0.120300751879699	0.941176470588235	0.121212121212121	
PTHR11228:SF7	SFLDF00315	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDG01387		0.181818181818182	0.235294117647059	0.444444444444444	
PTHR11228:SF7	SFLDF00393	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDG01216	P	0.0588235294117647	0.0588235294117647	1	
PTHR11228:SF7	TIGR04321	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR04347	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDF00543	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR04403	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR04082	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR02109	P	0.0882352941176471	0.0882352941176471	1	
PTHR11228:SF7	SFLDG01386		0.128834355828221	0.617647058823529	0.14	
PTHR11228:SF7	PTHR11228	C	0.523076923076923	1	0.523076923076923	
PTHR11228:SF7	TIGR04311	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDF00515	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR04051	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDF00316	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	TIGR04133	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDF00280	P	0.0882352941176471	0.0882352941176471	1	
PTHR11228:SF7	TIGR03962	P	0.0294117647058824	0.0294117647058824	1	
PTHR11228:SF7	SFLDS00029		0.0128205128205128	0.5	0.012987012987013	
TIGR02729	TIGR00231		0.00338350250845876	0.345238095238095	0.00340535462658525	
TIGR02729	PTHR11702:SF3		0.295238095238095	0.369047619047619	0.596153846153846	
TIGR02729	PTHR11702	C	0.240579710144928	0.988095238095238	0.241279069767442	
PTHR11533:SF246	PTHR11533		0.0464177598385469	0.807017543859649	0.0469387755102041	
PTHR30352:SF14	SFLDF00278		0.0833333333333333	0.5	0.0909090909090909	
PTHR30352:SF14	SFLDG01118	C	0.222222222222222	1	0.222222222222222	
PTHR30352:SF14	TIGR02494	C	0.2	1	0.2	
PTHR30352:SF14	SFLDG01066	C	0.0454545454545455	1	0.0454545454545455	
PTHR30352:SF14	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
PTHR30352:SF14	PTHR30352	C	0.0246913580246914	1	0.0246913580246914	
PTHR43134	PTHR43134:SF2	P	0.254335260115607	0.258823529411765	0.936170212765957	
PTHR43134	TIGR00064	P	0.274853801169591	0.276470588235294	0.979166666666667	
TIGR02109	SFLDG01067	C	0.0113636363636364	1	0.0113636363636364	
TIGR02109	PTHR11228:SF7	C	0.0882352941176471	1	0.0882352941176471	
TIGR02109	SFLDG01386	C	0.02	1	0.02	
TIGR02109	PTHR11228	C	0.0461538461538462	1	0.0461538461538462	
TIGR02109	SFLDF00280	E	1	1	1	
TIGR00204	PTHR43322:SF5		0.105882352941176	0.108433734939759	0.818181818181818	
TIGR00204	PTHR43322:SF6	P	0.247058823529412	0.253012048192771	0.91304347826087	
TIGR00204	PTHR43322	C	0.768518518518518	1	0.768518518518518	
SFLDG01386	TIGR04083	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDF00285	P	0.06	0.06	1	
SFLDG01386	TIGR04303	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDG01383	P	0.606666666666667	0.606666666666667	1	
SFLDG01386	SFLDG01072	P	0.0860927152317881	0.0866666666666667	0.928571428571429	
SFLDG01386	PTHR42836:SF1		0.0116959064327485	0.0133333333333333	0.0869565217391304	
SFLDG01386	SFLDG01385	P	0.0133333333333333	0.0133333333333333	1	
SFLDG01386	SFLDF00276	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	TIGR04261	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDF00542	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	PTHR43273:SF6		0.0454545454545455	0.0466666666666667	0.636363636363636	
SFLDG01386	TIGR04546	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDG01067	C	0.568181818181818	1	0.568181818181818	
SFLDG01386	SFLDF00315	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	TIGR02666	P	0.548387096774194	0.566666666666667	0.944444444444444	
SFLDG01386	SFLDG01387		0.0566037735849057	0.06	0.5	
SFLDG01386	SFLDF00393	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	TIGR02668	P	0.0466666666666667	0.0466666666666667	1	
SFLDG01386	SFLDG01216	P	0.0133333333333333	0.0133333333333333	1	
SFLDG01386	PTHR22960		0.41304347826087	0.633333333333333	0.542857142857143	
SFLDG01386	SFLDF00543	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	PTHR43273:SF3		0.0196078431372549	0.02	0.5	
SFLDG01386	PTHR42836		0.0108108108108108	0.0133333333333333	0.0540540540540541	
SFLDG01386	PTHR43524		0.00645161290322581	0.00666666666666667	0.166666666666667	
SFLDG01386	TIGR04403	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	PTHR11228:SF7		0.128834355828221	0.14	0.617647058823529	
SFLDG01386	TIGR02109	P	0.02	0.02	1	
SFLDG01386	PTHR11228		0.162162162162162	0.2	0.461538461538462	
SFLDG01386	PTHR11228:SF34		0.0580645161290323	0.06	0.642857142857143	
SFLDG01386	PTHR43273		0.119047619047619	0.133333333333333	0.526315789473684	
SFLDG01386	TIGR03942	P	0.0666666666666667	0.0666666666666667	1	
SFLDG01386	SFLDF00515	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDF00570		0.00657894736842105	0.00666666666666667	0.333333333333333	
SFLDG01386	TIGR03974	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	TIGR04545	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	PTHR22960:SF0		0.43778801843318	0.633333333333333	0.58641975308642	
SFLDG01386	TIGR04051	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDF00316	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	PTHR43787		0.00549450549450549	0.00666666666666667	0.0303030303030303	
SFLDG01386	TIGR04133	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDG01384		0.103896103896104	0.106666666666667	0.8	
SFLDG01386	SFLDF00280	P	0.02	0.02	1	
SFLDG01386	TIGR03962	P	0.00666666666666667	0.00666666666666667	1	
SFLDG01386	SFLDS00029		0.0783444198078344	0.706666666666667	0.080977845683728	
SFLDG01386	TIGR04317		0.00662251655629139	0.00666666666666667	0.5	
SFLDG01386	PTHR43787:SF3		0.0062111801242236	0.00666666666666667	0.0833333333333333	
SFLDG01386	TIGR04053	P	0.0333333333333333	0.0333333333333333	1	
SFLDG01386	PTHR43273:SF5		0.065359477124183	0.0666666666666667	0.769230769230769	
PTHR43726	TIGR03910	P	0.0833333333333333	0.0833333333333333	1	
PTHR43726	SFLDF00348	P	0.333333333333333	0.333333333333333	1	
PTHR43726	SFLDF00349	P	0.0833333333333333	0.0833333333333333	1	
PTHR43726	SFLDG01060		0.107142857142857	0.75	0.111111111111111	
PTHR43726	SFLDG01082		0.00561797752808989	0.166666666666667	0.00578034682080925	
PTHR43726	SFLDG01280		0.692307692307692	0.75	0.9	
PTHR43726	TIGR03956	P	0.416666666666667	0.416666666666667	1	
PTHR43726	SFLDS00029		0.007627765064836	0.833333333333333	0.00763941940412529	
PTHR24286:SF42	PTHR24286	C	0.015233949945593	1	0.015233949945593	
PTHR11228	TIGR03961	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR02495		0.0606060606060606	0.0615384615384615	0.8	
PTHR11228	TIGR04303	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDG01385	P	0.0307692307692308	0.0307692307692308	1	
PTHR11228	SFLDF00542	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR04085		0.00840336134453781	0.0153846153846154	0.0181818181818182	
PTHR11228	TIGR04546	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDG01067		0.200729927007299	0.846153846153846	0.208333333333333	
PTHR11228	SFLDF00315	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDG01387		0.152777777777778	0.169230769230769	0.611111111111111	
PTHR11228	SFLDF00393	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	PTHR11228:SF22		0.106060606060606	0.107692307692308	0.875	
PTHR11228	SFLDG01216	P	0.0307692307692308	0.0307692307692308	1	
PTHR11228	TIGR04321	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR03470	P	0.0769230769230769	0.0769230769230769	1	
PTHR11228	TIGR04347	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDF00543	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDG01094		0.0606060606060606	0.0615384615384615	0.8	
PTHR11228	TIGR04403	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR04082	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	PTHR11228:SF7	P	0.523076923076923	0.523076923076923	1	
PTHR11228	TIGR02109	P	0.0461538461538462	0.0461538461538462	1	
PTHR11228	SFLDG01386		0.162162162162162	0.461538461538462	0.2	
PTHR11228	SFLDF00397	P	0.0769230769230769	0.0769230769230769	1	
PTHR11228	PTHR11228:SF34	P	0.215384615384615	0.215384615384615	1	
PTHR11228	TIGR04311	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDF00515	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDF00570		0.0303030303030303	0.0307692307692308	0.666666666666667	
PTHR11228	TIGR04545	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR04051	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDF00316	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR04133	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	PTHR11228:SF27	P	0.0923076923076923	0.0923076923076923	1	
PTHR11228	SFLDF00280	P	0.0461538461538462	0.0461538461538462	1	
PTHR11228	TIGR03962	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	TIGR04078	P	0.0153846153846154	0.0153846153846154	1	
PTHR11228	SFLDS00029		0.0230826507818317	0.476923076923077	0.0236822001527884	
PTHR11228	TIGR04317		0.0151515151515152	0.0153846153846154	0.5	
PTHR11228	TIGR04053	P	0.0769230769230769	0.0769230769230769	1	
PTHR11902:SF12	SFLDF00002		0.131578947368421	0.545454545454545	0.147783251231527	
PTHR11902:SF12	SFLDG00178		0.142857142857143	0.618181818181818	0.15668202764977	
PTHR11902:SF12	TIGR01060		0.141630901287554	0.6	0.156398104265403	
PTHR11902:SF12	PTHR11902	C	0.147222222222222	0.963636363636364	0.14804469273743	
PTHR11902:SF12	SFLDS00001		0.103244837758112	0.636363636363636	0.109717868338558	
PTHR42810:SF2	TIGR00801	C	0.402985074626866	0.964285714285714	0.409090909090909	
PTHR42810:SF2	PTHR42810	C	0.5	0.964285714285714	0.509433962264151	
PTHR43546	PTHR43546:SF2	P	0.264705882352941	0.264705882352941	1	
SFLDG00055	PTHR43287	C	0.27027027027027	1	0.27027027027027	
SFLDG00055	PTHR43287:SF8	P	0.8	0.8	1	
SFLDG00055	SFLDF00005	P	0.7	0.7	1	
SFLDG00055	SFLDS00001	C	0.0313479623824451	1	0.0313479623824451	
SFLDG00055	PTHR43287:SF7	P	0.2	0.2	1	
SFLDG00055	TIGR03247	P	0.5	0.5	1	
TIGR04395	SFLDG01118	C	0.111111111111111	1	0.111111111111111	
TIGR04395	TIGR02494	C	0.1	1	0.1	
TIGR04395	SFLDG01066	C	0.0227272727272727	1	0.0227272727272727	
TIGR04395	PTHR30352:SF4	C	0.0833333333333333	1	0.0833333333333333	
TIGR04395	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
TIGR04395	PTHR30352	C	0.0123456790123457	1	0.0123456790123457	
PTHR43272	TIGR01923		0.00148588410104012	0.00150829562594268	0.0909090909090909	
PTHR43272	PTHR43272:SF19	P	0.0150829562594268	0.0150829562594268	1	
PTHR43646:SF3	PTHR43646	C	0.269230769230769	1	0.269230769230769	
PTHR43646:SF3	TIGR03469	P	0.428571428571429	0.428571428571429	1	
SFLDF00296	SFLDG01062	C	0.0135135135135135	1	0.0135135135135135	
SFLDF00296	PTHR30544	C	0.0103092783505155	1	0.0103092783505155	
SFLDF00296	TIGR04432	E	1	1	1	
SFLDF00296	PTHR30544:SF5	C	0.0277777777777778	1	0.0277777777777778	
SFLDF00296	SFLDF00275	C	0.0133333333333333	1	0.0133333333333333	
SFLDF00296	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
SFLDF00275	PTHR30544:SF6		0.160493827160494	0.173333333333333	0.684210526315789	
SFLDF00275	TIGR00048	P	0.857142857142857	0.88	0.970588235294118	
SFLDF00275	SFLDG01062	E	0.986666666666667	0.986666666666667	1	
SFLDF00275	PTHR30544	C	0.77319587628866	1	0.77319587628866	
SFLDF00275	TIGR04432	P	0.0133333333333333	0.0133333333333333	1	
SFLDF00275	PTHR30544:SF3		0.154761904761905	0.173333333333333	0.590909090909091	
SFLDF00275	PTHR30544:SF5	P	0.441558441558442	0.453333333333333	0.944444444444444	
SFLDF00275	SFLDF00296	P	0.0133333333333333	0.0133333333333333	1	
SFLDF00275	PTHR30544:SF2		0.1625	0.173333333333333	0.722222222222222	
SFLDF00275	PTHR30544:SF4	P	0.0266666666666667	0.0266666666666667	1	
SFLDF00275	SFLDS00029	C	0.0572956455309396	1	0.0572956455309396	
TIGR04335	TIGR00296	C	0.15625	0.9375	0.157894736842105	
SFLDG01068	PTHR43787:SF1		0.25	0.5	0.333333333333333	
SFLDG01068	SFLDG01067	C	0.00757575757575758	1	0.00757575757575758	
SFLDG01068	SFLDF00281	P	0.5	0.5	1	
SFLDG01068	PTHR43787:SF7		0.333333333333333	0.5	0.5	
SFLDG01068	PTHR43787	C	0.0606060606060606	1	0.0606060606060606	
SFLDG01068	TIGR01290		0.25	0.5	0.333333333333333	
SFLDG01068	SFLDS00029		0.000763358778625954	0.5	0.000763941940412529	
PTHR43288:SF2	SFLDG01113	P	0.833333333333333	0.833333333333333	1	
PTHR43288:SF2	PTHR43288	C	0.461538461538462	1	0.461538461538462	
PTHR43288:SF2	SFLDS00029		0.0030511060259344	0.666666666666667	0.00305576776165011	
SFLDF00330	SFLDG01060	C	0.0123456790123457	1	0.0123456790123457	
SFLDF00330	SFLDG01082	C	0.00289017341040462	1	0.00289017341040462	
SFLDF00330	SFLDG01279	E	1	1	1	
SFLDF00330	PTHR22976	C	0.0175438596491228	1	0.0175438596491228	
SFLDF00330	TIGR03957	E	1	1	1	
SFLDF00330	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
PTHR24015	TIGR00756		0.0148734263262365	0.0665774099318403	0.018792084650268	
PTHR24015	PTHR24015:SF864		0.000850753524550316	0.000851996105160662	0.368421052631579	
PTHR44020:SF2	PTHR44020		0.761904761904762	0.898876404494382	0.833333333333333	
PTHR12001:SF45	SFLDG01017		0.00512820512820513	0.333333333333333	0.00518134715025907	
PTHR12001:SF45	SFLDS00005	C	0.0079155672823219	1	0.0079155672823219	
PTHR12001:SF45	PTHR12001	C	0.00970873786407767	1	0.00970873786407767	
TIGR03462	PTHR31480		0.0897435897435897	0.5	0.0985915492957746	
TIGR03462	PTHR31480:SF0		0.304347826086957	0.5	0.4375	
PTHR43237:SF5	PTHR43237	C	0.3125	1	0.3125	
PTHR44020	PTHR44020:SF2	P	0.778846153846154	0.84375	0.910112359550562	
TIGR00778	PTHR33930		0.2375	0.311475409836066	0.5	
SFLDF00397	SFLDG01067	C	0.0189393939393939	1	0.0189393939393939	
SFLDF00397	PTHR11228:SF22	C	0.625	1	0.625	
SFLDF00397	TIGR03470	E	1	1	1	
SFLDF00397	PTHR11228	C	0.0769230769230769	1	0.0769230769230769	
SFLDF00397	SFLDS00029	C	0.00381970970206264	1	0.00381970970206264	
PTHR43574:SF3	PTHR43574	C	0.108490566037736	0.958333333333333	0.109004739336493	
PTHR24291	PTHR24291:SF109	P	0.037109375	0.0372184133202742	0.926829268292683	
PTHR43409:SF4	TIGR03975	P	0.125	0.125	1	
PTHR43409:SF4	PTHR43409	C	0.129032258064516	1	0.129032258064516	
PTHR43409:SF4	SFLDG01082	C	0.023121387283237	1	0.023121387283237	
PTHR43409:SF4	SFLDG01095	P	0.875	0.875	1	
PTHR43409:SF4	SFLDF00324	P	0.125	0.125	1	
PTHR43409:SF4	SFLDS00029	C	0.00611153552330023	1	0.00611153552330023	
PTHR43281	PTHR43281:SF1	P	0.303370786516854	0.303370786516854	1	
PTHR43281	SFLDG01017		0.293577981651376	0.719101123595506	0.33160621761658	
PTHR43281	PTHR43281:SF4	P	0.0224719101123595	0.0224719101123595	1	
PTHR43281	SFLDS00005		0.193877551020408	0.853932584269663	0.200527704485488	
PTHR43281	PTHR43281:SF5	P	0.101123595505618	0.101123595505618	1	
PTHR43281	PTHR43281:SF2	P	0.406593406593407	0.415730337078652	0.948717948717949	
